id_cliente,probabilidade_inadimplencia,faixa_risco,decisao_sugerida,motivo_principal
100846,0.004932980282266802,verde,aprovar_automatico,PD baixa
100854,0.001967544323515268,verde,aprovar_automatico,PD baixa
100857,0.004122372326914229,verde,aprovar_automatico,PD baixa
100875,0.003876547547891028,verde,aprovar_automatico,PD baixa
100877,0.00948867246856315,amarela,aprovar_com_ajuste,PD intermediaria
100890,0.00236920646099579,verde,aprovar_automatico,PD baixa
100893,0.0018399271979988479,verde,aprovar_automatico,PD baixa
100895,0.0026780452838840946,verde,aprovar_automatico,PD baixa
100900,0.004514840141010391,verde,aprovar_automatico,PD baixa
100909,0.002945547847783718,verde,aprovar_automatico,PD baixa
100914,0.001577265934826276,verde,aprovar_automatico,PD baixa
100927,0.008024562184961042,amarela,aprovar_com_ajuste,PD intermediaria
100928,0.0031885705443760897,verde,aprovar_automatico,PD baixa
100943,0.0018063494695996485,verde,aprovar_automatico,PD baixa
100949,0.0016385402696554344,verde,aprovar_automatico,PD baixa
100962,0.0023065277746820417,verde,aprovar_automatico,PD baixa
100995,0.004865036173924794,verde,aprovar_automatico,PD baixa
101028,0.002073290197513227,verde,aprovar_automatico,PD baixa
101032,0.0035440748966239872,verde,aprovar_automatico,PD baixa
101042,0.004081943579058955,verde,aprovar_automatico,PD baixa
101066,0.004179469082828536,verde,aprovar_automatico,PD baixa
101077,0.0033158301862792664,verde,aprovar_automatico,PD baixa
101082,0.003152305668074305,verde,aprovar_automatico,PD baixa
101083,0.003714766883966056,verde,aprovar_automatico,PD baixa
101093,0.003833085639039147,verde,aprovar_automatico,PD baixa
101108,0.0061479139882322995,amarela,aprovar_com_ajuste,PD intermediaria
101112,0.003234200586873647,verde,aprovar_automatico,PD baixa
101133,0.0020854022770884933,verde,aprovar_automatico,PD baixa
101166,0.012346132404729215,laranja,analise_manual,"PD alta, comportamento limitrofe"
101195,0.004151980720472459,verde,aprovar_automatico,PD baixa
101205,0.0031605454201438714,verde,aprovar_automatico,PD baixa
101253,0.001879857937141295,verde,aprovar_automatico,PD baixa
101254,0.003189349587134528,verde,aprovar_automatico,PD baixa
101265,0.00249832710955308,verde,aprovar_automatico,PD baixa
101267,0.004044251648582454,verde,aprovar_automatico,PD baixa
101319,0.002808855485700065,verde,aprovar_automatico,PD baixa
101321,0.0045829452429010965,verde,aprovar_automatico,PD baixa
101331,0.00555836696936094,amarela,aprovar_com_ajuste,PD intermediaria
101334,0.002715457919068015,verde,aprovar_automatico,PD baixa
101352,0.0020536955222817486,verde,aprovar_automatico,PD baixa
101357,0.006126484918285872,amarela,aprovar_com_ajuste,PD intermediaria
101358,0.005619244137213804,amarela,aprovar_com_ajuste,PD intermediaria
101390,0.0038790653893110987,verde,aprovar_automatico,PD baixa
101391,0.005238730405824953,verde,aprovar_automatico,PD baixa
101402,0.037228616508528434,vermelha,rejeitar,PD elevada
101408,0.0013603437278294902,verde,aprovar_automatico,PD baixa
101414,0.0028953218500477984,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
101438,0.004983897749879904,verde,aprovar_automatico,PD baixa
101442,0.00568777726462717,amarela,aprovar_com_ajuste,PD intermediaria
101445,0.0019079240660868951,verde,aprovar_automatico,PD baixa
101451,0.003832170166668233,verde,aprovar_automatico,PD baixa
101455,0.0031597646564148277,verde,aprovar_automatico,PD baixa
101458,0.0026482355007320883,verde,aprovar_automatico,PD baixa
101459,0.001154864389276857,verde,aprovar_automatico,PD baixa
101461,0.0016551937059989803,verde,aprovar_automatico,PD baixa
101475,0.0036879494996467574,verde,aprovar_automatico,PD baixa
101487,0.0030120886552508007,verde,aprovar_automatico,PD baixa
101498,0.003936111156236384,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
101502,0.008288995082163023,amarela,aprovar_com_ajuste,PD intermediaria
101520,0.002285729673855373,verde,aprovar_automatico,PD baixa
101529,0.002047371412134626,verde,aprovar_automatico,PD baixa
101531,0.0028491850101270335,verde,aprovar_automatico,PD baixa
101535,0.0018227804432745674,verde,aprovar_automatico,PD baixa
101540,0.015912199118647836,laranja,analise_manual,"PD alta, comportamento limitrofe"
101564,0.003917875097661876,verde,aprovar_automatico,PD baixa
101565,0.0019558670165090246,verde,aprovar_automatico,PD baixa
101574,0.0048449777844263575,verde,aprovar_automatico,PD baixa
101583,0.005092001810196379,verde,aprovar_automatico,PD baixa
101587,0.0018613571828742328,verde,aprovar_automatico,PD baixa
101600,0.002401763872471523,verde,aprovar_automatico,PD baixa
101622,0.0019933591324211544,verde,aprovar_automatico,PD baixa
101623,0.003762911956053952,verde,aprovar_automatico,PD baixa
101633,0.008826181220754918,amarela,aprovar_com_ajuste,PD intermediaria
101670,0.002615874229589964,verde,aprovar_automatico,PD baixa
101684,0.0031678061383829193,verde,aprovar_automatico,PD baixa
101687,0.0030408930055018284,verde,aprovar_automatico,PD baixa
101692,0.00529747513159538,verde,aprovar_automatico,PD baixa
101693,0.002984187488520772,verde,aprovar_automatico,PD baixa
101721,0.003915098786476191,verde,aprovar_automatico,PD baixa
101749,0.0031537480626396795,verde,aprovar_automatico,PD baixa
101766,0.0019343725105429649,verde,aprovar_automatico,PD baixa
101779,0.001787718871663634,verde,aprovar_automatico,PD baixa
101783,0.016684570971601684,laranja,analise_manual,"PD alta, comportamento limitrofe"
101796,0.004992351469248755,verde,aprovar_automatico,PD baixa
101800,0.0022396139748140378,verde,aprovar_automatico,PD baixa
101811,0.007807486547393468,amarela,aprovar_com_ajuste,PD intermediaria
101813,0.008986800907255975,amarela,aprovar_com_ajuste,PD intermediaria
101842,0.0023124290326547465,verde,aprovar_automatico,PD baixa
101847,0.003632118247298586,verde,aprovar_automatico,PD baixa
101848,0.0019807924047123564,verde,aprovar_automatico,PD baixa
101889,0.009822223395866756,amarela,aprovar_com_ajuste,PD intermediaria
101898,0.001172410160884527,verde,aprovar_automatico,PD baixa
101905,0.0021257582530401927,verde,aprovar_automatico,PD baixa
101911,0.002379943930464646,verde,aprovar_automatico,PD baixa
101912,0.006237802022078348,amarela,aprovar_com_ajuste,PD intermediaria
101914,0.004271675514733925,verde,aprovar_automatico,PD baixa
101918,0.001992226898081994,verde,aprovar_automatico,PD baixa
101924,0.008629389444528764,amarela,aprovar_com_ajuste,PD intermediaria
101932,0.0031445350801629296,verde,aprovar_automatico,PD baixa
101937,0.0017778755485736207,verde,aprovar_automatico,PD baixa
101942,0.0018083565776132098,verde,aprovar_automatico,PD baixa
101970,0.0012123724111776089,verde,aprovar_automatico,PD baixa
101980,0.0023330225175978454,verde,aprovar_automatico,PD baixa
101985,0.0013685747383084612,verde,aprovar_automatico,PD baixa
102020,0.0013100284627832796,verde,aprovar_automatico,PD baixa
102024,0.0072736645261808446,amarela,aprovar_com_ajuste,PD intermediaria
102032,0.0017936051551732486,verde,aprovar_automatico,PD baixa
102033,0.004393245412378037,verde,aprovar_automatico,PD baixa
102039,0.004197375533908333,verde,aprovar_automatico,PD baixa
102042,0.003412888392623313,verde,aprovar_automatico,PD baixa
102072,0.0018766942229822279,verde,aprovar_automatico,PD baixa
102088,0.0024511582020845554,verde,aprovar_automatico,PD baixa
102093,0.002476042248917037,verde,aprovar_automatico,PD baixa
102097,0.005779083931469511,amarela,aprovar_com_ajuste,PD intermediaria
102102,0.0017401556032086883,verde,aprovar_automatico,PD baixa
102104,0.009111120262339508,amarela,aprovar_com_ajuste,PD intermediaria
102107,0.0013115496892283911,verde,aprovar_automatico,PD baixa
102110,0.0033285390962832636,verde,aprovar_automatico,PD baixa
102115,0.0015464656926430563,verde,aprovar_automatico,PD baixa
102120,0.0030110207245211554,verde,aprovar_automatico,PD baixa
102128,0.014024822223242675,laranja,analise_manual,"PD alta, comportamento limitrofe"
102141,0.0016069704267651598,verde,aprovar_automatico,PD baixa
102144,0.002544031997868112,verde,aprovar_automatico,PD baixa
102180,0.005208867556469489,verde,aprovar_automatico,PD baixa
102184,0.0022811670277219248,verde,aprovar_automatico,PD baixa
102185,0.0033517124269285417,verde,aprovar_automatico,PD baixa
102187,0.003109595621894962,verde,aprovar_automatico,PD baixa
102201,0.007939836674527608,amarela,aprovar_com_ajuste,PD intermediaria
102233,0.0013086625991718867,verde,aprovar_automatico,PD baixa
102264,0.003237013009776642,verde,aprovar_automatico,PD baixa
102267,0.0010145212833410256,verde,aprovar_automatico,PD baixa
102304,0.0019522571335423955,verde,aprovar_automatico,PD baixa
102314,0.0029220106580694467,verde,aprovar_automatico,PD baixa
102330,0.005936419811918836,amarela,aprovar_com_ajuste,PD intermediaria
102337,0.0029733633938631874,verde,aprovar_automatico,PD baixa
102338,0.004799220129344567,verde,aprovar_automatico,PD baixa
102348,0.002596095050977091,verde,aprovar_automatico,PD baixa
102353,0.0015712686092511636,verde,aprovar_automatico,PD baixa
102358,0.013773525855195874,laranja,analise_manual,"PD alta, comportamento limitrofe"
102367,0.004753059867866223,verde,aprovar_automatico,PD baixa
102369,0.012831841557084538,laranja,analise_manual,"PD alta, comportamento limitrofe"
102472,0.002956863194640208,verde,aprovar_automatico,PD baixa
102481,0.001243619131752218,verde,aprovar_automatico,PD baixa
102496,0.0019436952605561004,verde,aprovar_automatico,PD baixa
102505,0.003054464418607437,verde,aprovar_automatico,PD baixa
102507,0.0032593660772297535,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
102512,0.01793711638750378,vermelha,rejeitar,PD elevada
102551,0.011631793731013406,laranja,analise_manual,"PD alta, comportamento limitrofe"
102602,0.010591183376530412,amarela,aprovar_com_ajuste,PD intermediaria
102603,0.0039424676974733975,verde,aprovar_automatico,PD baixa
102610,0.005275727712441534,verde,aprovar_automatico,PD baixa
102623,0.0038108620910627844,verde,aprovar_automatico,PD baixa
102627,0.0035429470491511656,verde,aprovar_automatico,PD baixa
102635,0.002142876416059312,verde,aprovar_automatico,PD baixa
102643,0.0011649953318226853,verde,aprovar_automatico,PD baixa
102645,0.0022378837823982776,verde,aprovar_automatico,PD baixa
102679,0.0023585355545772996,verde,aprovar_automatico,PD baixa
102685,0.008681961127304422,amarela,aprovar_com_ajuste,PD intermediaria
102686,0.0022241134582379847,verde,aprovar_automatico,PD baixa
102689,0.0057326689377724055,amarela,aprovar_com_ajuste,PD intermediaria
102711,0.003533035099576398,verde,aprovar_automatico,PD baixa
102715,0.0028762000062010685,verde,aprovar_automatico,PD baixa
102718,0.004734055131464925,verde,aprovar_automatico,PD baixa
102721,0.004567486813909243,verde,aprovar_automatico,PD baixa
102722,0.0016669260397032199,verde,aprovar_automatico,PD baixa
102726,0.00508363937144692,verde,aprovar_automatico,PD baixa
102750,0.0015066167048605722,verde,aprovar_automatico,PD baixa
102758,0.0013403743600199321,verde,aprovar_automatico,PD baixa
102791,0.002555352769668816,verde,aprovar_automatico,PD baixa
102811,0.0041882927407213095,verde,aprovar_automatico,PD baixa
102822,0.0018484988817083152,verde,aprovar_automatico,PD baixa
102841,0.002578245678296162,verde,aprovar_automatico,PD baixa
102846,0.004080396112453473,verde,aprovar_automatico,PD baixa
102901,0.002101610391369159,verde,aprovar_automatico,PD baixa
102913,0.002189406029647836,verde,aprovar_automatico,PD baixa
102917,0.013321081546688268,laranja,analise_manual,"PD alta, comportamento limitrofe"
102929,0.0020484643349491702,verde,aprovar_automatico,PD baixa
102939,0.0022009391807744734,verde,aprovar_automatico,PD baixa
102940,0.00550297715710272,verde,aprovar_automatico,PD baixa
102943,0.0024030855054198003,verde,aprovar_automatico,PD baixa
102945,0.004627163379713813,verde,aprovar_automatico,PD baixa
102946,0.0020252662173430042,verde,aprovar_automatico,PD baixa
102949,0.0017527393223758898,verde,aprovar_automatico,PD baixa
102950,0.0016217956419017478,verde,aprovar_automatico,PD baixa
102953,0.006772662570778138,amarela,aprovar_com_ajuste,PD intermediaria
102961,0.0024007154757180525,verde,aprovar_automatico,PD baixa
102963,0.00460963213311018,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
102965,0.002186219724764655,verde,aprovar_automatico,PD baixa
102983,0.0030265661356988025,verde,aprovar_automatico,PD baixa
102986,0.002770214187118732,verde,aprovar_automatico,PD baixa
102991,0.009968144877326428,amarela,aprovar_com_ajuste,PD intermediaria
103003,0.0040269454154583445,verde,aprovar_automatico,PD baixa
103012,0.002495219911838554,verde,aprovar_automatico,PD baixa
103030,0.002864791603373346,verde,aprovar_automatico,PD baixa
103034,0.003758239739886766,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
103045,0.002828688594871515,verde,aprovar_automatico,PD baixa
103051,0.0023787402264929497,verde,aprovar_automatico,PD baixa
103055,0.002130346976050692,verde,aprovar_automatico,PD baixa
103061,0.0020342654523202775,verde,aprovar_automatico,PD baixa
103082,0.001755974367712789,verde,aprovar_automatico,PD baixa
103110,0.002048872126006728,verde,aprovar_automatico,PD baixa
103128,0.00172281036000682,verde,aprovar_automatico,PD baixa
103149,0.0059341268511874795,amarela,aprovar_com_ajuste,PD intermediaria
103160,0.002575670247942055,verde,aprovar_automatico,PD baixa
103163,0.005538153538357182,amarela,aprovar_com_ajuste,PD intermediaria
103164,0.002032196267863688,verde,aprovar_automatico,PD baixa
103175,0.007892156585166635,amarela,aprovar_com_ajuste,PD intermediaria
103177,0.00431476331198827,verde,aprovar_automatico,PD baixa
103190,0.0049681756976150135,verde,aprovar_automatico,PD baixa
103197,0.0023062434635190664,verde,aprovar_automatico,PD baixa
103204,0.003479526919443174,verde,aprovar_automatico,PD baixa
103234,0.011117516762269021,laranja,analise_manual,"PD alta, comportamento limitrofe"
103262,0.003196681118650072,verde,aprovar_automatico,PD baixa
103297,0.002816173328916431,verde,aprovar_automatico,PD baixa
103310,0.0039961335509527745,verde,aprovar_automatico,PD baixa
103357,0.0020402308516088087,verde,aprovar_automatico,PD baixa
103363,0.0022503711892610965,verde,aprovar_automatico,PD baixa
103376,0.0028933707781321743,verde,aprovar_automatico,PD baixa
103382,0.002582607245542712,verde,aprovar_automatico,PD baixa
103387,0.00538130491861297,verde,aprovar_automatico,PD baixa
103395,0.00418227663107295,verde,aprovar_automatico,PD baixa
103400,0.0023856178287284067,verde,aprovar_automatico,PD baixa
103413,0.0026529603623308483,verde,aprovar_automatico,PD baixa
103417,0.0019705953751257372,verde,aprovar_automatico,PD baixa
103445,0.0015376998261211357,verde,aprovar_automatico,PD baixa
103500,0.001180412728877409,verde,aprovar_automatico,PD baixa
103520,0.0019290388661768578,verde,aprovar_automatico,PD baixa
103521,0.0026392283803836924,verde,aprovar_automatico,PD baixa
103540,0.0046112137736328595,verde,aprovar_automatico,PD baixa
103550,0.0031663375469805403,verde,aprovar_automatico,PD baixa
103555,0.0021202458038976205,verde,aprovar_automatico,PD baixa
103561,0.016470265336939634,laranja,analise_manual,"PD alta, comportamento limitrofe"
103569,0.0020239284264824144,verde,aprovar_automatico,PD baixa
103571,0.011160317258743875,laranja,analise_manual,"PD alta, comportamento limitrofe"
103590,0.002336637707221485,verde,aprovar_automatico,PD baixa
103595,0.0019816002972625722,verde,aprovar_automatico,PD baixa
103597,0.0023405482520422035,verde,aprovar_automatico,PD baixa
103598,0.0024910012974522773,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
103599,0.0031794748538459265,verde,aprovar_automatico,PD baixa
103607,0.002648079172155364,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
103608,0.02945589082957068,vermelha,rejeitar,PD elevada
103632,0.003963069019927575,verde,aprovar_automatico,PD baixa
103638,0.0026684896987790425,verde,aprovar_automatico,PD baixa
103657,0.005837830689350809,amarela,aprovar_com_ajuste,PD intermediaria
103675,0.007706434841508154,amarela,aprovar_com_ajuste,PD intermediaria
103677,0.002169567193110066,verde,aprovar_automatico,PD baixa
103690,0.002219851291105389,verde,aprovar_automatico,PD baixa
103693,0.0017917702913452375,verde,aprovar_automatico,PD baixa
103698,0.0033101714358678776,verde,aprovar_automatico,PD baixa
103703,0.01020267735484732,amarela,aprovar_com_ajuste,PD intermediaria
103710,0.0022876663696202,verde,aprovar_automatico,PD baixa
103736,0.012793955414897034,laranja,analise_manual,"PD alta, comportamento limitrofe"
103761,0.0034472252785214272,verde,aprovar_automatico,PD baixa
103764,0.0019749382347180764,verde,aprovar_automatico,PD baixa
103769,0.0023778413823124854,verde,aprovar_automatico,PD baixa
103772,0.0026434350434495443,verde,aprovar_automatico,PD baixa
103791,0.002128778029285154,verde,aprovar_automatico,PD baixa
103793,0.003959829448681378,verde,aprovar_automatico,PD baixa
103796,0.0019695088935988165,verde,aprovar_automatico,PD baixa
103799,0.0015700691589974015,verde,aprovar_automatico,PD baixa
103844,0.00423674304173359,verde,aprovar_automatico,PD baixa
103849,0.0014071765399504155,verde,aprovar_automatico,PD baixa
103864,0.0018665326424084216,verde,aprovar_automatico,PD baixa
103869,0.001352461866895992,verde,aprovar_automatico,PD baixa
103881,0.002111004168679363,verde,aprovar_automatico,PD baixa
103900,0.0034128389099275193,verde,aprovar_automatico,PD baixa
103907,0.0028732516616794095,verde,aprovar_automatico,PD baixa
103915,0.0031398298796008355,verde,aprovar_automatico,PD baixa
103923,0.005061403241215872,verde,aprovar_automatico,PD baixa
103927,0.005024219522415993,verde,aprovar_automatico,PD baixa
103934,0.006403249780910803,amarela,aprovar_com_ajuste,PD intermediaria
103944,0.0022390346948093897,verde,aprovar_automatico,PD baixa
103961,0.002053235988592622,verde,aprovar_automatico,PD baixa
103974,0.0018335116132232171,verde,aprovar_automatico,PD baixa
103994,0.008134114018405008,amarela,aprovar_com_ajuste,PD intermediaria
104017,0.0031536921588628994,verde,aprovar_automatico,PD baixa
104018,0.0030777948495054716,verde,aprovar_automatico,PD baixa
104023,0.0061689285815299194,amarela,aprovar_com_ajuste,PD intermediaria
104032,0.002879144799001516,verde,aprovar_automatico,PD baixa
104049,0.002286615313309145,verde,aprovar_automatico,PD baixa
104071,0.002194511542667746,verde,aprovar_automatico,PD baixa
104083,0.011473050563657624,laranja,analise_manual,"PD alta, comportamento limitrofe"
104088,0.0035805830167612773,verde,aprovar_automatico,PD baixa
104144,0.0018265801903164483,verde,aprovar_automatico,PD baixa
104145,0.008188007104528982,amarela,aprovar_com_ajuste,PD intermediaria
104173,0.010483037980604728,amarela,aprovar_com_ajuste,PD intermediaria
104182,0.005489791214205659,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
104198,0.010232389408785658,amarela,aprovar_com_ajuste,PD intermediaria
104208,0.002111080414352268,verde,aprovar_automatico,PD baixa
104209,0.002800663954504018,verde,aprovar_automatico,PD baixa
104211,0.0027001594945674163,verde,aprovar_automatico,PD baixa
104215,0.0016643182111645758,verde,aprovar_automatico,PD baixa
104228,0.009542045494607626,amarela,aprovar_com_ajuste,PD intermediaria
104234,0.004023170011032847,verde,aprovar_automatico,PD baixa
104237,0.004516917607157651,verde,aprovar_automatico,PD baixa
104238,0.002888160592158978,verde,aprovar_automatico,PD baixa
104249,0.003472037416423249,verde,aprovar_automatico,PD baixa
104266,0.001880111642541066,verde,aprovar_automatico,PD baixa
104267,0.003801698548539626,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
104300,0.0028988894033278897,verde,aprovar_automatico,PD baixa
104302,0.004423501744675317,verde,aprovar_automatico,PD baixa
104304,0.0018757064940938437,verde,aprovar_automatico,PD baixa
104323,0.0029105957733473737,verde,aprovar_automatico,PD baixa
104335,0.0033705347174344375,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
104337,0.0025895434507416004,verde,aprovar_automatico,PD baixa
104340,0.00669454751818343,amarela,aprovar_com_ajuste,PD intermediaria
104357,0.00484078086030754,verde,aprovar_automatico,PD baixa
104380,0.0027780198978158512,verde,aprovar_automatico,PD baixa
104382,0.009437124266636667,amarela,aprovar_com_ajuste,PD intermediaria
104387,0.003830913743608797,verde,aprovar_automatico,PD baixa
104395,0.0013667324195671651,verde,aprovar_automatico,PD baixa
104396,0.007089801161052994,amarela,aprovar_com_ajuste,PD intermediaria
104397,0.003094513027294549,verde,aprovar_automatico,PD baixa
104401,0.010941054657856799,laranja,analise_manual,"PD alta, comportamento limitrofe"
104407,0.002442169965852522,verde,aprovar_automatico,PD baixa
104411,0.0034074539140276218,verde,aprovar_automatico,PD baixa
104415,0.002239747519240959,verde,aprovar_automatico,PD baixa
104418,0.003514398319072905,verde,aprovar_automatico,PD baixa
104433,0.0034985342694695753,verde,aprovar_automatico,PD baixa
104449,0.0017381745469902282,verde,aprovar_automatico,PD baixa
104453,0.008388280970273672,amarela,aprovar_com_ajuste,PD intermediaria
104462,0.001898213097729699,verde,aprovar_automatico,PD baixa
104474,0.006868602102526323,amarela,aprovar_com_ajuste,PD intermediaria
104475,0.0036355696995808246,verde,aprovar_automatico,PD baixa
104483,0.0017967813726866458,verde,aprovar_automatico,PD baixa
104484,0.002354405996691423,verde,aprovar_automatico,PD baixa
104500,0.0016771409075899775,verde,aprovar_automatico,PD baixa
104508,0.0014537662548248303,verde,aprovar_automatico,PD baixa
104515,0.004141996705679201,verde,aprovar_automatico,PD baixa
104552,0.001970441554178545,verde,aprovar_automatico,PD baixa
104564,0.01612319756196492,laranja,analise_manual,"PD alta, comportamento limitrofe"
104575,0.0062076594557330935,amarela,aprovar_com_ajuste,PD intermediaria
104586,0.00392155331076448,verde,aprovar_automatico,PD baixa
104589,0.0024048202075259094,verde,aprovar_automatico,PD baixa
104600,0.01108738204137965,laranja,analise_manual,"PD alta, comportamento limitrofe"
104606,0.002038205706677812,verde,aprovar_automatico,PD baixa
104607,0.002521993839775705,verde,aprovar_automatico,PD baixa
104637,0.003320225228242006,verde,aprovar_automatico,PD baixa
104665,0.001688739674892356,verde,aprovar_automatico,PD baixa
104682,0.0029547275070362683,verde,aprovar_automatico,PD baixa
104707,0.006066285150740881,amarela,aprovar_com_ajuste,PD intermediaria
104708,0.0017965652191219818,verde,aprovar_automatico,PD baixa
104711,0.002053707271444806,verde,aprovar_automatico,PD baixa
104724,0.001956525101274821,verde,aprovar_automatico,PD baixa
104725,0.01257995451276067,laranja,analise_manual,"PD alta, comportamento limitrofe"
104734,0.001952095821606233,verde,aprovar_automatico,PD baixa
104754,0.005797026504879444,amarela,aprovar_com_ajuste,PD intermediaria
104764,0.001708031536273605,verde,aprovar_automatico,PD baixa
104769,0.0017999702913250263,verde,aprovar_automatico,PD baixa
104774,0.0013326421916988896,verde,aprovar_automatico,PD baixa
104778,0.003724821069930894,verde,aprovar_automatico,PD baixa
104838,0.014660375263015533,laranja,analise_manual,"PD alta, comportamento limitrofe"
104851,0.0028466225373572586,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
104862,0.005459091125449781,verde,aprovar_automatico,PD baixa
104863,0.0011938116551238598,verde,aprovar_automatico,PD baixa
104867,0.005647773200379201,amarela,aprovar_com_ajuste,PD intermediaria
104869,0.02947346288232855,vermelha,rejeitar,PD elevada
104898,0.004497161800665469,verde,aprovar_automatico,PD baixa
104912,0.001725485396028182,verde,aprovar_automatico,PD baixa
104914,0.0021313314155091464,verde,aprovar_automatico,PD baixa
104919,0.002762490622281129,verde,aprovar_automatico,PD baixa
104920,0.012235103745648516,laranja,analise_manual,"PD alta, comportamento limitrofe"
